id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
6203,M,1.225,0.9625,0.3125,18.6256215,8.391452,4.025629,4.025629,8.0
6204,I,0.7,0.5,0.2,3.86970675,1.871067,0.60951425,0.850485,7.0
6205,I,0.8875,0.6625,0.2125,6.47786075,2.7499015,1.0489315,1.91359125,6.0
6206,I,1.0625,0.8625,0.275,10.2341695,4.03980375,1.48834875,3.5436875,6.0
6207,I,0.8875,0.675,0.2,6.13766675,3.2601925,1.0489315,1.417475,5.0
6208,I,1.125,0.8375,0.3125,12.54465375,5.386405,2.28213475,3.33106625,7.0
6209,I,0.95,0.7,0.225,7.994559,3.47281375,1.80019325,2.2963095,7.0
6210,M,1.5625,1.2,0.4125,33.40988575,18.0586315,7.8528115,8.788345,11.0
6211,M,1.5,1.1375,0.4,32.205032,13.73533275,7.484268,9.2135875,9.0
6212,F,1.5875,1.25,0.375,34.359594,13.79203175,6.13766675,11.0279555,14.0
6213,M,1.45,1.125,0.425,28.36367475,11.15552825,7.01650125,7.654365,10.0
6214,I,0.925,0.7125,0.225,6.577084,2.721552,1.247378,1.871067,7.0
6215,M,1.6,1.25,0.475,37.761534,16.62698175,7.47009325,11.056305,12.0
6216,F,1.45,1.125,0.4375,26.01066625,8.9867915,4.32329875,8.221355,14.0
6217,F,1.525,1.15,0.3875,26.308336,10.77281,5.11708475,7.7961125,11.0
6218,F,1.4375,1.125,0.3375,26.12406425,12.303683,5.556502,6.87475375,10.0
6219,M,1.5,1.1875,0.35,33.55163325,17.5487345,6.5487345,6.520385,9.0
6220,I,1.125,0.8625,0.3375,12.417081,5.6699,3.2601925,3.3735905,8.0
6221,F,1.5625,1.2125,0.3875,31.18445,15.5071765,6.520385,8.9300925,11.0
6222,I,1.375,1.075,0.3125,19.8729995,8.23552975,3.9405805,6.80388,10.0
6223,M,1.3625,1.075,0.35,20.96445525,8.34892775,4.01145425,5.5281525,8.0
6224,M,1.6625,1.325,0.45,38.215126,16.59863225,8.60407325,12.6155275,13.0
6225,I,1.0625,0.8125,0.325,10.716111,4.97533725,2.45223175,3.40194,7.0
6226,M,1.175,0.9375,0.3125,18.313777,9.2702865,3.8838815,4.3941725,7.0
6227,M,1.375,1.0375,0.3375,20.97863,8.845044,4.46504625,6.9456275,11.0
6228,I,1.0875,0.825,0.275,11.77921725,5.91087075,2.778251,3.118445,8.0
6229,M,1.5875,1.2375,0.4125,35.98969025,16.23008875,8.60407325,10.0640725,9.0
6230,F,1.55,1.2,0.375,32.78619675,15.97494325,6.76135575,9.2135875,9.0
6231,F,1.0125,0.775,0.275,8.561549,3.40194,1.80019325,2.59397925,6.0
6232,I,0.6,0.4375,0.1625,1.99863975,0.7087375,0.396893,0.5953395,5.0
6233,I,1.0125,0.775,0.225,10.886208,5.1879585,1.9561155,2.551455,7.0
6234,I,1.1875,0.875,0.2625,14.0330025,6.5487345,2.8066005,3.685435,8.0
6235,M,1.4875,1.125,0.3875,27.51318975,13.4660125,6.066793,8.0796075,12.0
6236,M,1.4375,1.1125,0.4,27.82503425,13.210867,6.80388,6.80388,10.0
6237,I,1.0375,0.7875,0.2625,10.2908685,4.35164825,1.7860185,2.9766975,8.0
6238,F,1.325,1.075,0.325,23.8986285,10.886208,5.42892925,6.23689,8.0
6239,I,1.0,0.775,0.2875,8.674947,3.78465825,2.0695135,2.83495,8.0
6240,M,1.4,1.075,0.35,30.71668325,9.2135875,5.3013565,8.788345,17.0
6241,I,0.975,0.75,0.2375,7.44174375,3.35941575,1.91359125,2.1829115,7.0
6242,F,1.5375,1.175,0.375,31.14192575,13.73533275,6.64795775,8.788345,10.0
6243,I,0.45,0.3375,0.1,0.89300925,0.29766975,0.18427175,0.35436875,4.0
6244,F,1.7125,1.3125,0.45,44.22522,17.98775775,11.3398,12.85649825,11.0
6245,I,0.725,0.525,0.175,3.01922175,1.587572,0.66621325,0.850485,5.0
6246,F,1.5,1.2125,0.4375,28.76056775,12.0485375,6.520385,8.6465975,19.0
6247,I,0.9,0.65,0.225,5.7549485,2.05533875,1.0489315,1.8427175,5.0
6248,M,1.375,1.075,0.35,21.885814,8.3631025,4.97533725,5.8116475,10.0
6249,F,1.325,1.0375,0.35,20.468339,9.8372765,3.98310475,6.23689,9.0
6250,F,1.4125,1.075,0.4375,27.499015,9.82310175,5.1312595,9.922325,16.0
6251,F,1.4125,1.1,0.3125,24.720764,11.43902325,5.046211,6.520385,8.0
6252,M,1.5625,1.2125,0.4375,36.61337925,16.51358375,6.64795775,9.4970825,14.0
6253,M,1.2875,0.975,0.3625,17.36406875,9.82310175,3.27436725,5.953395,8.0
6254,F,1.45,1.1875,0.4,25.741346,8.3631025,5.8683465,8.9300925,12.0
6255,F,1.3125,1.1,0.4,24.777463,7.93786,4.86193925,8.0796075,16.0
6256,M,1.3375,1.0375,0.3625,24.96173475,8.97261675,5.1879585,9.07184,15.0
6257,I,1.2875,0.95,0.3375,15.66309875,6.973977,3.78465825,4.6776675,12.0
6258,F,1.2375,0.9875,0.375,22.15513425,8.94426725,4.422522,7.2291225,11.0
6259,M,1.5125,1.25,0.475,34.23202125,11.453198,6.4353365,11.056305,21.0
6260,I,0.6875,0.5,0.1625,3.27436725,1.17650425,0.92135875,0.9922325,5.0
6261,M,1.5875,1.275,0.4375,38.96638775,18.32795175,7.6260155,11.90679,13.0
6262,I,1.25,0.95,0.2875,15.4504775,8.09378225,2.93417325,3.8271825,8.0
6263,F,1.2625,0.9625,0.325,16.68368075,7.86698625,4.025629,4.9611625,9.0
6264,F,1.625,1.35,0.5,46.776675,19.66037825,9.525432,14.0330025,11.0
6265,I,1.05,0.775,0.2625,9.07184,5.839997,2.08368825,2.6365035,7.0
6266,M,1.6,1.2875,0.45,34.9549335,14.78426425,8.5898985,10.3475675,10.0
6267,I,1.25,1.0,0.35,17.633389,7.711064,3.7137845,5.953395,7.0
6268,M,1.025,0.775,0.2625,9.25611175,4.252425,1.85689225,2.4097075,7.0
6269,I,1.225,0.9375,0.3125,16.71203025,6.4920355,3.7137845,4.876114,11.0
6270,I,1.2375,0.9625,0.325,17.50581625,7.04485075,4.252425,5.2446575,8.0
6271,M,1.55,1.2375,0.4375,36.35823375,16.3009625,8.94426725,11.056305,11.0
6272,F,1.4,1.1125,0.35,20.638436,7.75358825,4.86193925,6.23689,9.0
6273,F,1.6375,1.3375,0.475,45.302501,20.9502805,9.525432,13.60776,9.0
6274,I,1.275,0.9625,0.3125,16.85377775,8.5898985,3.24601775,5.5281525,8.0
6275,M,1.35,1.0125,0.375,24.323871,10.70193625,5.68407475,6.0951425,9.0
6276,M,1.6625,1.2875,0.4875,36.55668025,16.5844575,8.674947,9.7805775,9.0
6277,F,1.4875,1.2,0.4125,33.508518,13.31009025,7.18659825,8.50485,11.0
6278,I,1.0375,0.775,0.2625,9.7238785,4.46504625,2.84912475,2.53728025,8.0
6279,M,1.675,1.3,0.4875,43.3463855,18.75319425,10.70193625,11.55242125,9.0
6280,F,1.6125,1.3125,0.425,41.8722115,19.1359125,8.74582075,10.489315,12.0
6281,M,1.2375,0.9625,0.3875,20.00057225,9.128539,4.025629,5.386405,10.0
6282,I,0.95,0.75,0.25,7.98038425,3.55786225,1.5592225,2.551455,7.0
6283,M,1.5625,1.175,0.4875,35.67784575,13.79203175,9.22776225,10.489315,13.0
6284,I,0.85,0.6375,0.1875,5.10291,2.26796,1.14815475,1.5592225,7.0
6285,I,0.4625,0.4125,0.1,1.077281,0.46776675,0.18427175,0.4252425,4.0
6286,M,1.6625,1.25,0.4125,39.2073585,16.3576615,9.00096625,10.0640725,11.0
6287,I,0.8125,0.625,0.1875,4.80524025,2.2396105,1.00640725,1.417475,6.0
6288,M,1.45,1.1625,0.375,29.086587,15.422128,6.2085405,7.654365,8.0
6289,I,1.0625,0.8125,0.25,10.886208,4.9044635,2.05533875,3.118445,7.0
6290,F,1.525,1.2,0.4625,33.89182725,11.26892625,6.42116175,10.999606,20.0
6291,I,1.0,0.75,0.225,8.5898985,3.69960975,1.5025235,2.02698925,6.0
6292,F,1.3875,1.1125,0.4875,25.35862775,8.6465975,5.93922025,10.77281,18.0
6293,M,1.5625,1.2375,0.425,29.9087225,13.60776,7.427569,8.9300925,10.0
6294,F,1.4625,1.1375,0.3875,28.76056775,12.60135275,6.010094,8.06543275,12.0
6295,I,1.0,0.825,0.25,9.19941275,3.912231,1.7293195,2.6932025,7.0
6296,I,0.7375,0.5625,0.1875,3.9972795,1.247378,0.83631025,1.077281,5.0
6297,M,1.4875,1.125,0.375,35.19590425,11.66581925,7.824462,10.942907,14.0
6298,M,1.6375,1.25,0.4375,37.74735925,16.159215,8.77417025,11.4815475,11.0
6299,F,1.1875,0.8875,0.325,15.35125425,6.2652395,3.5436875,5.783298,15.0
6300,F,1.525,1.2,0.425,30.43318825,13.73533275,5.82582225,10.3475675,11.0
6301,I,0.95,0.7,0.25,7.98038425,3.47281375,1.40330025,2.36718325,6.0
6302,I,0.6125,0.45,0.1625,2.0128145,0.69456275,0.396893,0.60951425,6.0
6303,F,1.6125,1.25,0.425,36.78347625,16.82542825,9.4970825,8.9300925,9.0
6304,F,1.375,1.075,0.3625,28.066005,12.65805175,5.51397775,8.26387925,8.0
6305,M,1.6,1.1875,0.3625,33.46658475,13.62193475,7.47009325,9.3269855,9.0
6306,I,1.0875,0.875,0.275,10.21999475,4.46504625,2.608154,3.40194,9.0
6307,F,1.7,1.325,0.45,48.3925965,23.99785175,10.092422,12.0485375,11.0
6308,M,1.5625,1.2125,0.45,37.1094955,15.195332,7.04485075,10.0640725,11.0
6309,I,1.0,0.775,0.225,8.5331995,3.75630875,1.8427175,2.1262125,6.0
6310,F,1.3,1.025,0.325,18.52639825,9.525432,3.742134,4.97533725,8.0
6311,I,0.6875,0.4875,0.1875,2.8632995,1.17650425,0.623689,0.94970825,4.0
6312,M,1.4,1.0625,0.3625,26.988724,10.6877615,6.16601625,7.7961125,13.0
6313,M,1.5625,1.2,0.4375,32.89959475,14.4298955,6.2085405,10.20582,10.0
6314,I,1.0625,0.875,0.3375,12.74310025,5.74077375,3.685435,3.41611475,8.0
6315,M,1.8,1.4,0.5,57.606184,28.13687875,11.55242125,14.17475,11.0
6316,M,1.5375,1.225,0.425,31.75144,14.04717725,6.917278,8.7599955,13.0
6317,M,1.3,1.0125,0.325,18.95164075,8.32057825,3.8838815,6.9456275,10.0
6318,M,1.425,1.1375,0.3875,30.03629525,14.288148,6.8322295,7.7961125,9.0
6319,I,1.125,0.8375,0.2875,11.94931425,5.443104,2.50893075,3.8271825,9.0
6320,I,0.925,0.6875,0.2125,6.7188315,3.061746,1.77184375,1.984465,7.0
6321,F,1.6875,1.3,0.4,39.87357175,18.5122235,8.391452,11.90679,11.0
6322,I,0.4375,0.325,0.1,0.89300925,0.35436875,0.226796,0.29766975,3.0
6323,F,1.25,1.0,0.35,18.55474775,7.257472,3.912231,5.57067675,8.0
6324,M,1.3375,1.025,0.3375,24.6357155,10.24834425,4.63514325,6.6621325,14.0
6325,M,1.6625,1.3375,0.4875,47.400364,21.16290175,11.49572225,11.623295,11.0
6326,F,1.55,1.2875,0.4125,36.10308825,17.9452335,7.29999625,10.3475675,11.0
6327,F,1.6125,1.2125,0.4375,35.76289425,16.159215,8.9300925,9.355335,13.0
6328,M,1.225,0.975,0.3,17.90270925,9.6104805,3.04757125,4.025629,7.0
6329,I,1.225,0.95,0.3125,15.932419,7.15824875,3.345241,5.2446575,8.0
6330,I,0.8,0.55,0.2,3.86970675,1.60174675,1.00640725,1.70097,3.0
6331,I,0.9875,0.725,0.2625,10.716111,4.309124,2.2963095,2.551455,9.0
6332,I,1.2125,0.975,0.3,17.70426275,6.76135575,4.1673765,5.216308,12.0
6333,I,1.3,1.0375,0.3625,21.715717,8.4198015,4.49339575,7.37087,8.0
6334,F,1.6,1.25,0.4125,32.545226,13.777857,7.78193775,8.9300925,10.0
6335,M,1.225,0.95,0.2875,16.556108,7.1157245,3.75630875,4.6776675,7.0
6336,M,1.7125,1.3375,0.4375,48.23667425,23.6151335,10.95708175,11.4815475,10.0
6337,F,1.4625,1.1625,0.4,29.1149365,12.57300325,6.860579,8.3631025,10.0
6338,I,1.0375,0.775,0.2625,10.13494625,4.52174525,2.36718325,3.2601925,12.0
6339,I,0.9625,0.7375,0.2375,11.35397475,5.5848515,1.88524175,2.83495,7.0
6340,M,1.6375,1.275,0.4625,38.9805625,15.3370795,8.901743,13.0691195,11.0
6341,F,1.55,1.2,0.3625,26.988724,10.5176645,5.57067675,8.788345,10.0
6342,M,1.5625,1.2375,0.425,32.19085725,14.84096325,8.0796075,8.15048125,10.0
6343,M,1.3875,1.0625,0.3125,24.47979325,11.7083435,4.5075705,6.0951425,8.0
6344,F,1.5625,1.2125,0.4375,36.32988425,17.2648455,8.63242275,9.355335,9.0
6345,M,1.5375,1.1875,0.45,31.2694985,12.47378,7.200773,8.0796075,16.0
6346,M,0.9625,0.75,0.225,6.16601625,2.721552,1.077281,2.26796,6.0
6347,M,1.55,1.2,0.425,30.34813975,13.96212875,6.64795775,8.60407325,10.0
6348,F,1.55,1.2125,0.425,38.51279575,11.3398,6.860579,11.90679,16.0
6349,F,1.5625,1.2875,0.45,37.0527965,18.9091165,7.824462,10.0640725,14.0
6350,M,1.4125,1.1125,0.35,24.5790165,8.34892775,5.216308,7.2291225,10.0
6351,I,1.2375,0.975,0.3,14.3731965,5.1312595,3.75630875,4.3941725,9.0
6352,M,1.4875,1.1875,0.425,33.6508565,9.6671795,6.19436575,12.190285,15.0
6353,I,1.3125,1.0375,0.3125,17.05222425,7.35669525,4.706017,5.10291,9.0
6354,M,1.5875,1.2375,0.4,36.85435,15.762322,8.0229085,8.3631025,11.0
6355,M,1.6,1.2625,0.4,37.1094955,18.86659225,8.20718025,8.9300925,11.0
6356,F,1.2125,0.8875,0.3125,15.74814725,6.27941425,4.53592,3.96893,7.0
6357,I,1.2875,0.975,0.3,16.839603,7.24329725,3.75630875,4.706017,8.0
6358,F,1.2,0.9375,0.3625,16.85377775,6.860579,4.649318,5.2446575,11.0
6359,F,1.325,1.225,0.425,28.90231525,10.47514025,6.78970525,7.7961125,12.0
6360,I,1.05,0.7875,0.275,10.58853825,4.8477645,2.22543575,2.778251,7.0
6361,F,1.5625,1.25,0.4,35.50774875,14.3731965,9.015141,11.056305,18.0
6362,F,1.4875,1.175,0.4,32.375129,14.89766225,7.15824875,7.7961125,12.0
6363,F,1.5125,1.25,0.4625,38.51279575,13.73533275,8.391452,11.623295,18.0
6364,M,1.6,1.25,0.4375,33.8776525,12.57300325,8.15048125,10.3475675,13.0
6365,M,1.425,1.15,0.35,25.58542375,9.2135875,5.42892925,7.5126175,10.0
6366,M,1.5,1.175,0.375,30.71668325,13.90542975,6.5487345,8.6465975,9.0
6367,I,1.3125,1.025,0.325,18.75319425,7.6260155,4.40834725,5.68407475,9.0
6368,M,1.475,1.175,0.4125,30.1922175,12.3320325,6.747181,9.07184,12.0
6369,M,1.5,1.2125,0.4125,35.19590425,17.42076775,7.18659825,9.63883,10.0
6370,I,1.2375,0.95,0.3125,18.597272,8.09378225,3.9405805,4.876114,10.0
6371,F,1.45,1.1125,0.3625,27.8108595,10.546014,5.613201,7.5126175,11.0
6372,I,1.2375,0.9625,0.3125,17.5483405,9.00096625,2.9199985,4.252425,7.0
6373,I,1.6625,1.3,0.3875,35.5786225,17.78931125,6.90310325,10.489315,12.0
6374,I,0.975,0.725,0.225,8.66077225,4.422522,1.57339725,2.26796,7.0
6375,I,0.775,0.5875,0.2375,4.2807745,1.77184375,1.190679,1.2757275,6.0
6376,F,1.2125,0.9125,0.3,12.6722265,5.37223025,2.324659,3.96893,7.0
6377,M,1.5,1.1375,0.4,26.01066625,11.35397475,5.159609,7.654365,9.0
6378,I,0.95,0.6875,0.2125,6.917278,3.44446425,1.51669825,1.984465,6.0
6379,F,1.425,1.125,0.375,25.16018125,10.56018875,4.422522,7.2291225,11.0
6380,F,1.5,1.2,0.4125,34.9549335,15.46465225,7.1724235,9.63883,14.0
6381,M,1.5,1.1875,0.3125,28.2077525,12.813974,7.144074,7.37087,9.0
6382,I,1.1,0.8625,0.3125,13.664459,5.6699,3.04757125,4.53592,8.0
6383,I,0.6875,0.5,0.15,3.01922175,1.34660125,0.66621325,0.850485,5.0
6384,I,1.2125,0.8875,0.275,14.35902175,7.030676,2.50893075,3.96893,7.0
6385,M,1.65,1.3125,0.4125,36.38658325,16.82542825,7.66853975,8.3064035,10.0
6386,I,1.2125,0.9375,0.275,16.40018575,7.01650125,3.345241,4.025629,8.0
6387,F,1.575,1.275,0.475,42.410852,17.5483405,8.6465975,12.0485375,8.0
6388,F,1.4,1.1125,0.375,29.44095575,11.75086775,4.57844425,9.7805775,14.0
6389,I,0.9375,0.725,0.2375,6.53455975,3.061746,2.25378525,1.984465,7.0
6390,F,1.3375,1.0,0.425,22.11261,9.865626,4.9044635,5.5281525,9.0
6391,F,1.6125,1.2,0.425,35.62114675,16.7545545,6.1518415,9.922325,12.0
6392,I,1.1875,0.8875,0.3,12.927372,5.329706,2.50893075,3.96893,7.0
6393,I,0.8,0.6,0.2375,4.649318,1.99863975,1.2757275,1.70097,7.0
6394,I,0.5875,0.4375,0.1375,1.6159215,0.7654365,0.35436875,0.510291,9.0
6395,F,1.5,1.225,0.4125,34.60056475,16.3576615,7.07320025,9.7805775,10.0
6396,M,0.875,0.65,0.2,5.34388075,1.70097,1.09145575,1.5592225,7.0
6397,I,1.45,1.0625,0.325,21.0636785,10.70193625,3.81300775,5.5281525,9.0
6398,I,1.025,0.775,0.275,10.07824725,4.03980375,2.25378525,3.96893,8.0
6399,M,1.475,1.1625,0.3625,29.313383,14.38737125,5.896696,7.7961125,11.0
6400,F,1.3625,1.0125,0.4,24.777463,9.42620875,4.63514325,7.654365,11.0
6401,I,1.3125,1.0375,0.3375,22.66542525,10.44679075,5.0745605,5.6699,9.0
6402,M,1.675,1.2875,0.4125,34.7848365,17.1514475,8.4198015,8.50485,9.0
6403,F,1.425,1.15,0.475,28.33532525,11.113004,6.80388,9.2135875,12.0
6404,I,0.85,0.625,0.2,5.10291,2.62232875,1.14815475,1.5592225,7.0
6405,M,1.3375,1.05,0.3375,20.638436,7.5126175,4.43669675,5.2446575,14.0
6406,F,1.4125,1.1,0.375,25.27357925,10.19164525,5.0745605,8.0796075,11.0
6407,M,1.2625,0.9625,0.35,16.839603,7.8528115,3.86970675,5.10291,10.0
6408,I,1.1875,0.9625,0.275,12.99824575,5.88252125,2.551455,3.685435,10.0
6409,M,1.3625,1.05,0.4125,28.803092,14.2597985,5.386405,5.386405,9.0
6410,I,1.4125,1.1,0.3375,21.659018,10.9145575,4.63514325,7.087375,10.0
6411,I,1.075,0.8375,0.275,11.55242125,5.74077375,2.87747425,3.2601925,7.0
6412,M,1.175,0.8875,0.325,16.726205,5.8683465,4.43669675,4.9611625,8.0
6413,M,1.2875,1.0,0.3125,19.25571775,9.82310175,3.95475525,5.2446575,8.0
6414,I,1.2875,0.975,0.3125,17.463292,8.32057825,3.27436725,4.53592,8.0
6415,M,1.55,1.1875,0.4,38.73959175,16.612807,8.2497045,8.788345,10.0
6416,F,1.575,1.25,0.4,36.18813675,17.98775775,6.33611325,9.6104805,11.0
6417,I,0.925,0.725,0.2375,6.33611325,2.31048425,0.963883,2.19708625,6.0
6418,M,1.525,1.2375,0.425,35.11085575,14.3164975,8.901743,9.7238785,11.0
6419,M,1.4375,1.125,0.35,26.08154,10.77281,6.27941425,7.7961125,14.0
6420,I,1.3,1.0,0.3,18.71067,8.051258,4.86193925,4.9611625,8.0
6421,F,1.425,1.1,0.3625,24.9192105,10.262519,5.556502,7.087375,9.0
6422,F,1.75,1.4125,0.575,53.410458,20.638436,12.7856245,18.8524175,13.0
6423,F,1.5,1.1875,0.3875,35.6920205,15.06775925,7.52679225,9.2135875,13.0
6424,I,1.3625,1.0,0.325,21.72989175,8.20718025,6.19436575,5.953395,11.0
6425,M,1.6125,1.2625,0.4375,35.2384285,15.7339725,7.47009325,10.4042665,10.0
6426,M,1.55,1.2,0.3875,30.91512975,13.947954,6.010094,10.0640725,11.0
6427,I,0.6875,0.4875,0.1625,2.608154,1.1623295,0.56699,0.7654365,6.0
6428,I,1.125,0.85,0.2625,10.27669375,4.9611625,2.36718325,3.0900955,7.0
6429,I,0.725,0.525,0.1875,2.721552,1.14815475,0.58116475,0.850485,6.0
6430,M,1.1,0.8125,0.3125,10.19164525,4.86193925,2.50893075,3.118445,12.0
6431,M,1.675,1.2625,0.4125,37.1094955,19.5895045,7.52679225,9.4970825,9.0
6432,M,1.6125,1.275,0.5,45.71356875,14.78426425,9.412034,16.159215,16.0
6433,I,1.2875,1.0,0.3375,18.14368,8.06543275,3.6003865,5.8116475,9.0
6434,I,1.05,0.825,0.25,10.41844125,4.74854125,2.097863,2.9766975,7.0
6435,M,1.425,1.1125,0.3875,28.462898,14.74174,5.79747275,7.654365,11.0
6436,I,1.375,1.0625,0.3375,20.87940675,8.788345,4.60679375,6.23689,9.0
6437,M,1.2625,1.0125,0.3125,16.23008875,8.91591775,3.7137845,4.9611625,8.0
6438,M,1.525,1.175,0.3875,34.31706975,17.08057375,6.973977,8.3631025,10.0
6439,M,1.4375,1.175,0.4125,29.27085875,14.8834875,6.16601625,8.9300925,12.0
6440,F,1.55,1.225,0.4,35.096681,15.63474925,7.3425205,8.788345,18.0
6441,I,0.6875,0.5,0.175,2.664853,0.94970825,0.58116475,0.850485,6.0
6442,F,1.625,1.3125,0.4625,38.838815,14.81261375,8.391452,11.623295,16.0
6443,M,1.6125,1.25,0.4375,36.47163175,17.463292,8.278054,10.0640725,9.0
6444,I,1.2625,0.9625,0.3125,13.777857,5.896696,2.778251,4.252425,8.0
6445,F,1.3125,1.0125,0.3,20.25571775,8.74582075,4.86193925,6.3786375,12.0
6446,I,1.375,1.0375,0.35,18.1153305,8.34892775,4.55009475,5.5281525,9.0
6447,I,1.0,0.75,0.225,9.525432,4.40834725,1.7293195,2.551455,7.0
6448,F,1.3,1.0125,0.425,23.700182,7.4559185,4.4508715,7.37087,18.0
6449,M,1.125,0.825,0.2625,12.587178,5.08873525,2.45223175,3.118445,8.0
6450,F,1.6125,1.25,0.45,40.69570725,16.82542825,10.602713,11.623295,13.0
6451,M,1.1125,0.8375,0.275,10.886208,4.0539785,2.4097075,3.5436875,11.0
6452,I,1.0125,0.75,0.2625,8.51902475,3.40194,1.9561155,2.36718325,9.0
6453,M,1.525,1.225,0.425,31.75144,12.0485375,6.293589,9.07184,18.0
6454,F,1.65,1.325,0.5,37.98833,16.329312,7.47009325,11.7650425,13.0
6455,F,1.7,1.425,0.4875,50.6605565,19.66037825,11.43902325,15.4504775,20.0
6456,M,1.3125,1.0125,0.3125,24.81998725,12.28950825,4.89028875,5.2446575,7.0
6457,F,1.2875,0.95,0.3375,17.7184375,7.27164675,4.53592,6.6621325,13.0
6458,M,1.5,1.15,0.4,25.741346,11.35397475,5.28718175,7.7961125,10.0
6459,F,1.4,1.1,0.3875,24.73493875,9.36950975,5.7549485,8.6465975,12.0
6460,F,1.6375,1.2625,0.475,45.57182125,16.51358375,9.11436425,11.49572225,11.0
6461,F,1.3875,1.0625,0.3625,23.586784,11.41067375,5.99591925,5.953395,9.0
6462,I,0.6875,0.5125,0.2,2.8066005,1.0489315,0.680388,0.850485,5.0
6463,F,1.4,1.1625,0.3625,22.75047375,10.8011595,4.57844425,6.87475375,9.0
6464,F,1.4625,1.1375,0.425,29.1149365,12.00601325,6.30776375,8.50485,12.0
6465,F,1.625,1.2375,0.45,36.457457,15.35125425,7.824462,11.12717875,10.0
6466,M,1.6,1.275,0.45,33.40988575,15.06775925,6.67630725,8.9300925,10.0
6467,F,1.1875,0.925,0.3125,17.0380495,9.1001895,3.175144,4.3941725,7.0
6468,F,1.4875,1.1625,0.375,27.1871705,13.02659525,6.25106475,6.6621325,8.0
6469,M,1.0875,0.8125,0.2625,9.63883,4.46504625,1.8994165,2.9766975,9.0
6470,F,1.5625,1.225,0.4375,36.117263,16.40018575,6.747181,9.17106325,10.0
6471,M,1.3,1.0,0.3625,19.63202875,9.8372765,4.819415,5.386405,8.0
6472,M,1.475,1.1875,0.3875,33.8776525,17.27902025,6.90310325,8.9867915,10.0
6473,I,1.25,0.9625,0.3125,15.8473705,7.144074,3.6570855,4.53592,8.0
6474,I,0.4875,0.3625,0.1125,1.06310625,0.3118445,0.18427175,0.1984465,3.0
6475,M,1.575,1.2375,0.4,36.72677725,14.4298955,8.0229085,10.9145575,12.0
6476,I,1.075,0.8375,0.2625,11.01378075,5.71242425,2.0695135,2.778251,7.0
6477,M,1.325,1.025,0.3875,20.51086325,8.40562675,4.479221,5.386405,11.0
6478,M,1.6125,1.3,0.525,42.921143,16.4143605,8.49067525,11.90679,13.0
6479,M,1.25,0.95,0.35,19.66037825,8.8733935,3.55786225,6.23689,15.0
6480,M,1.6125,1.2125,0.425,32.1199835,15.5071765,6.5487345,8.00873375,10.0
6481,I,1.375,1.0625,0.35,21.21960075,9.87980075,4.20990075,7.3425205,10.0
6482,F,1.525,1.2,0.4125,35.777069,15.422128,7.01650125,9.355335,9.0
6483,F,1.4875,1.175,0.4125,29.44095575,13.2959155,6.78970525,8.448151,10.0
6484,M,1.4375,1.1125,0.3875,26.20911275,12.3887315,5.7549485,7.427569,9.0
6485,I,1.0875,0.8125,0.2625,11.66581925,5.443104,2.778251,2.83495,8.0
6486,I,1.0,0.8125,0.25,9.73805325,4.03980375,1.48834875,2.73572675,7.0
6487,I,0.8,0.6,0.1875,4.03980375,2.26796,1.03475675,1.5025235,6.0
6488,F,1.25,0.975,0.3875,19.9863975,7.49844275,4.0539785,5.10291,10.0
6489,I,0.8625,0.6375,0.1875,4.7910655,1.871067,1.247378,1.70097,7.0
6490,M,1.2125,0.95,0.3125,14.2030995,5.443104,3.2601925,4.6776675,11.0
6491,I,0.8625,0.675,0.1875,5.5848515,2.05533875,1.4458245,1.984465,6.0
6492,M,1.45,1.1125,0.4,27.20134525,10.092422,6.16601625,7.93786,17.0
6493,I,1.1875,0.875,0.2625,14.47241975,7.654365,2.67902775,3.685435,8.0
6494,I,1.475,1.15,0.35,25.0326085,11.679994,4.86193925,7.93786,12.0
6495,F,1.1,0.8875,0.3,14.628342,6.73300625,4.025629,3.2601925,7.0
6496,I,1.0,0.7625,0.225,8.9867915,3.98310475,1.77184375,2.56562975,7.0
6497,I,1.3125,1.0125,0.3375,20.921931,6.8889285,5.11708475,5.953395,14.0
6498,M,1.4,1.075,0.3,24.73493875,12.00601325,5.8683465,6.16601625,9.0
6499,F,1.3625,1.1625,0.375,27.158821,13.11164375,5.8683465,7.5126175,9.0
6500,F,1.125,0.875,0.2875,13.8062065,5.953395,2.608154,3.8271825,8.0
6501,F,1.7,1.325,0.4375,44.15434625,14.04717725,11.60912025,13.834556,14.0
6502,I,1.3125,1.0,0.375,18.937466,8.71747125,4.23825025,5.953395,9.0
6503,M,1.4625,1.15,0.35,27.895908,13.04077,5.74077375,7.2291225,11.0
6504,M,1.6875,1.3375,0.4875,53.070264,25.117657,10.375917,14.5999925,10.0
6505,M,1.575,1.275,0.4375,37.194544,14.13222575,8.94426725,11.66581925,10.0
6506,F,1.525,1.1875,0.425,29.27085875,11.8784405,7.200773,8.3631025,9.0
6507,I,1.2,0.925,0.3375,15.5071765,6.9456275,3.98310475,3.98310475,8.0
6508,I,1.3625,1.0875,0.375,21.4605715,9.298636,5.03203625,7.087375,10.0
6509,I,1.275,1.0,0.3375,19.85882475,9.36950975,4.025629,5.046211,12.0
6510,M,1.1375,0.875,0.3125,15.6772735,6.02426875,3.4869885,4.9611625,9.0
